model,tau,budget_r,n,k,events,TP,precision,recall
hybrid_rank_v2,16,0.18,735,133,70,33,0.24812030075187969,0.4714285714285714
hybrid_rank_v2,16,0.19,735,140,70,33,0.2357142857142857,0.4714285714285714
hybrid_rank_v2,16,0.2,735,147,70,34,0.23129251700680273,0.4857142857142857
hybrid_rank_v2,17,0.01,735,8,29,2,0.25,0.06896551724137931
hybrid_rank_v2,17,0.02,735,15,29,4,0.26666666666666666,0.13793103448275862
hybrid_rank_v2,17,0.03,735,23,29,5,0.21739130434782608,0.1724137931034483
hybrid_rank_v2,17,0.04,735,30,29,6,0.2,0.20689655172413793
hybrid_rank_v2,17,0.05,735,37,29,7,0.1891891891891892,0.2413793103448276
hybrid_rank_v2,17,0.06,735,45,29,10,0.2222222222222222,0.3448275862068966
hybrid_rank_v2,17,0.07,735,52,29,11,0.21153846153846154,0.3793103448275862
hybrid_rank_v2,17,0.08,735,59,29,11,0.1864406779661017,0.3793103448275862
hybrid_rank_v2,17,0.09,735,67,29,12,0.1791044776119403,0.41379310344827586
hybrid_rank_v2,17,0.1,735,74,29,13,0.17567567567567569,0.4482758620689655
hybrid_rank_v2,17,0.11,735,81,29,13,0.16049382716049382,0.4482758620689655
hybrid_rank_v2,17,0.12,735,89,29,13,0.14606741573033707,0.4482758620689655
hybrid_rank_v2,17,0.13,735,96,29,13,0.13541666666666666,0.4482758620689655
hybrid_rank_v2,17,0.14,735,103,29,13,0.1262135922330097,0.4482758620689655
hybrid_rank_v2,17,0.15,735,111,29,14,0.12612612612612611,0.4827586206896552
hybrid_rank_v2,17,0.16,735,118,29,14,0.11864406779661017,0.4827586206896552
hybrid_rank_v2,17,0.17,735,125,29,15,0.12,0.5172413793103449
hybrid_rank_v2,17,0.18,735,133,29,15,0.11278195488721804,0.5172413793103449
hybrid_rank_v2,17,0.19,735,140,29,15,0.10714285714285714,0.5172413793103449
hybrid_rank_v2,17,0.2,735,147,29,15,0.10204081632653061,0.5172413793103449
hybrid_paper_fixed,15,0.01,735,8,133,3,0.375,0.022556390977443608
hybrid_paper_fixed,15,0.02,735,15,133,7,0.4666666666666667,0.05263157894736842
hybrid_paper_fixed,15,0.03,735,23,133,12,0.5217391304347826,0.09022556390977443
hybrid_paper_fixed,15,0.04,735,30,133,14,0.4666666666666667,0.10526315789473684
hybrid_paper_fixed,15,0.05,735,37,133,16,0.43243243243243246,0.12030075187969924
hybrid_paper_fixed,15,0.06,735,45,133,19,0.4222222222222222,0.14285714285714285
hybrid_paper_fixed,15,0.07,735,52,133,20,0.38461538461538464,0.15037593984962405
hybrid_paper_fixed,15,0.08,735,59,133,21,0.3559322033898305,0.15789473684210525
hybrid_paper_fixed,15,0.09,735,67,133,24,0.3582089552238806,0.18045112781954886
hybrid_paper_fixed,15,0.1,735,74,133,25,0.33783783783783783,0.18796992481203006
hybrid_paper_fixed,15,0.11,735,81,133,26,0.32098765432098764,0.19548872180451127
hybrid_paper_fixed,15,0.12,735,89,133,30,0.33707865168539325,0.22556390977443608
hybrid_paper_fixed,15,0.13,735,96,133,31,0.3229166666666667,0.23308270676691728
hybrid_paper_fixed,15,0.14,735,103,133,32,0.3106796116504854,0.24060150375939848
hybrid_paper_fixed,15,0.15,735,111,133,34,0.3063063063063063,0.2556390977443609
hybrid_paper_fixed,15,0.16,735,118,133,36,0.3050847457627119,0.2706766917293233
hybrid_paper_fixed,15,0.17,735,125,133,38,0.304,0.2857142857142857
hybrid_paper_fixed,15,0.18,735,133,133,39,0.2932330827067669,0.2932330827067669
hybrid_paper_fixed,15,0.19,735,140,133,39,0.2785714285714286,0.2932330827067669
hybrid_paper_fixed,15,0.2,735,147,133,42,0.2857142857142857,0.3157894736842105
hybrid_paper_fixed,16,0.01,735,8,70,3,0.375,0.04285714285714286
hybrid_paper_fixed,16,0.02,735,15,70,7,0.4666666666666667,0.1
hybrid_paper_fixed,16,0.03,735,23,70,11,0.4782608695652174,0.15714285714285714
hybrid_paper_fixed,16,0.04,735,30,70,14,0.4666666666666667,0.2
hybrid_paper_fixed,16,0.05,735,37,70,16,0.43243243243243246,0.22857142857142856
hybrid_paper_fixed,16,0.06,735,45,70,18,0.4,0.2571428571428571
hybrid_paper_fixed,16,0.07,735,52,70,19,0.36538461538461536,0.2714285714285714
hybrid_paper_fixed,16,0.08,735,59,70,20,0.3389830508474576,0.2857142857142857
hybrid_paper_fixed,16,0.09,735,67,70,21,0.31343283582089554,0.3
hybrid_paper_fixed,16,0.1,735,74,70,21,0.28378378378378377,0.3
hybrid_paper_fixed,16,0.11,735,81,70,21,0.25925925925925924,0.3
hybrid_paper_fixed,16,0.12,735,89,70,21,0.23595505617977527,0.3
hybrid_paper_fixed,16,0.13,735,96,70,22,0.22916666666666666,0.3142857142857143
hybrid_paper_fixed,16,0.14,735,103,70,23,0.22330097087378642,0.32857142857142857
hybrid_paper_fixed,16,0.15,735,111,70,25,0.22522522522522523,0.35714285714285715
hybrid_paper_fixed,16,0.16,735,118,70,27,0.2288135593220339,0.38571428571428573
hybrid_paper_fixed,16,0.17,735,125,70,28,0.224,0.4
hybrid_paper_fixed,16,0.18,735,133,70,29,0.21804511278195488,0.4142857142857143
hybrid_paper_fixed,16,0.19,735,140,70,29,0.20714285714285716,0.4142857142857143
hybrid_paper_fixed,16,0.2,735,147,70,30,0.20408163265306123,0.42857142857142855
hybrid_paper_fixed,17,0.01,735,8,29,2,0.25,0.06896551724137931
hybrid_paper_fixed,17,0.02,735,15,29,4,0.26666666666666666,0.13793103448275862
hybrid_paper_fixed,17,0.03,735,23,29,5,0.21739130434782608,0.1724137931034483
hybrid_paper_fixed,17,0.04,735,30,29,6,0.2,0.20689655172413793
hybrid_paper_fixed,17,0.05,735,37,29,7,0.1891891891891892,0.2413793103448276
hybrid_paper_fixed,17,0.06,735,45,29,8,0.17777777777777778,0.27586206896551724
hybrid_paper_fixed,17,0.07,735,52,29,8,0.15384615384615385,0.27586206896551724
hybrid_paper_fixed,17,0.08,735,59,29,8,0.13559322033898305,0.27586206896551724
hybrid_paper_fixed,17,0.09,735,67,29,9,0.13432835820895522,0.3103448275862069
hybrid_paper_fixed,17,0.1,735,74,29,9,0.12162162162162163,0.3103448275862069
hybrid_paper_fixed,17,0.11,735,81,29,9,0.1111111111111111,0.3103448275862069
hybrid_paper_fixed,17,0.12,735,89,29,9,0.10112359550561797,0.3103448275862069
hybrid_paper_fixed,17,0.13,735,96,29,9,0.09375,0.3103448275862069
hybrid_paper_fixed,17,0.14,735,103,29,9,0.08737864077669903,0.3103448275862069
hybrid_paper_fixed,17,0.15,735,111,29,10,0.09009009009009009,0.3448275862068966
hybrid_paper_fixed,17,0.16,735,118,29,10,0.0847457627118644,0.3448275862068966
hybrid_paper_fixed,17,0.17,735,125,29,10,0.08,0.3448275862068966
hybrid_paper_fixed,17,0.18,735,133,29,10,0.07518796992481203,0.3448275862068966
hybrid_paper_fixed,17,0.19,735,140,29,10,0.07142857142857142,0.3448275862068966
hybrid_paper_fixed,17,0.2,735,147,29,10,0.06802721088435375,0.3448275862068966
tcn,15,0.01,735,8,133,8,1.0,0.06015037593984962
tcn,15,0.02,735,15,133,11,0.7333333333333333,0.08270676691729323
tcn,15,0.03,735,23,133,15,0.6521739130434783,0.11278195488721804
tcn,15,0.04,735,30,133,17,0.5666666666666667,0.12781954887218044
tcn,15,0.05,735,37,133,19,0.5135135135135135,0.14285714285714285
tcn,15,0.06,735,45,133,20,0.4444444444444444,0.15037593984962405
tcn,15,0.07,735,52,133,21,0.40384615384615385,0.15789473684210525
tcn,15,0.08,735,59,133,22,0.3728813559322034,0.16541353383458646
tcn,15,0.09,735,67,133,28,0.417910447761194,0.21052631578947367
tcn,15,0.1,735,74,133,29,0.3918918918918919,0.21804511278195488
tcn,15,0.11,735,81,133,30,0.37037037037037035,0.22556390977443608
tcn,15,0.12,735,89,133,33,0.3707865168539326,0.24812030075187969
tcn,15,0.13,735,96,133,33,0.34375,0.24812030075187969
tcn,15,0.14,735,103,133,33,0.32038834951456313,0.24812030075187969
tcn,15,0.15,735,111,133,35,0.3153153153153153,0.2631578947368421
tcn,15,0.16,735,118,133,36,0.3050847457627119,0.2706766917293233
tcn,15,0.17,735,125,133,37,0.296,0.2781954887218045
tcn,15,0.18,735,133,133,39,0.2932330827067669,0.2932330827067669
tcn,15,0.19,735,140,133,41,0.29285714285714287,0.3082706766917293
tcn,15,0.2,735,147,133,42,0.2857142857142857,0.3157894736842105
tcn,16,0.01,735,8,70,6,0.75,0.08571428571428572
tcn,16,0.02,735,15,70,8,0.5333333333333333,0.11428571428571428
tcn,16,0.03,735,23,70,9,0.391304347826087,0.12857142857142856
tcn,16,0.04,735,30,70,14,0.4666666666666667,0.2
tcn,16,0.05,735,37,70,15,0.40540540540540543,0.21428571428571427
tcn,16,0.06,735,45,70,15,0.3333333333333333,0.21428571428571427
tcn,16,0.07,735,52,70,15,0.28846153846153844,0.21428571428571427
tcn,16,0.08,735,59,70,15,0.2542372881355932,0.21428571428571427
tcn,16,0.09,735,67,70,16,0.23880597014925373,0.22857142857142856
tcn,16,0.1,735,74,70,17,0.22972972972972974,0.24285714285714285
tcn,16,0.11,735,81,70,19,0.2345679012345679,0.2714285714285714
tcn,16,0.12,735,89,70,19,0.21348314606741572,0.2714285714285714
tcn,16,0.13,735,96,70,19,0.19791666666666666,0.2714285714285714
tcn,16,0.14,735,103,70,19,0.18446601941747573,0.2714285714285714
tcn,16,0.15,735,111,70,20,0.18018018018018017,0.2857142857142857
tcn,16,0.16,735,118,70,21,0.17796610169491525,0.3
tcn,16,0.17,735,125,70,21,0.168,0.3
tcn,16,0.18,735,133,70,22,0.16541353383458646,0.3142857142857143
tcn,16,0.19,735,140,70,22,0.15714285714285714,0.3142857142857143
tcn,16,0.2,735,147,70,22,0.14965986394557823,0.3142857142857143
tcn,17,0.01,735,8,29,1,0.125,0.034482758620689655
tcn,17,0.02,735,15,29,2,0.13333333333333333,0.06896551724137931
tcn,17,0.03,735,23,29,2,0.08695652173913043,0.06896551724137931
tcn,17,0.04,735,30,29,2,0.06666666666666667,0.06896551724137931
tcn,17,0.05,735,37,29,3,0.08108108108108109,0.10344827586206896
tcn,17,0.06,735,45,29,3,0.06666666666666667,0.10344827586206896
tcn,17,0.07,735,52,29,3,0.057692307692307696,0.10344827586206896
tcn,17,0.08,735,59,29,3,0.05084745762711865,0.10344827586206896
tcn,17,0.09,735,67,29,3,0.04477611940298507,0.10344827586206896
tcn,17,0.1,735,74,29,4,0.05405405405405406,0.13793103448275862
tcn,17,0.11,735,81,29,4,0.04938271604938271,0.13793103448275862
tcn,17,0.12,735,89,29,4,0.0449438202247191,0.13793103448275862
tcn,17,0.13,735,96,29,5,0.052083333333333336,0.1724137931034483
tcn,17,0.14,735,103,29,6,0.05825242718446602,0.20689655172413793
tcn,17,0.15,735,111,29,7,0.06306306306306306,0.2413793103448276
tcn,17,0.16,735,118,29,8,0.06779661016949153,0.27586206896551724
tcn,17,0.17,735,125,29,8,0.064,0.27586206896551724
tcn,17,0.18,735,133,29,8,0.06015037593984962,0.27586206896551724
tcn,17,0.19,735,140,29,8,0.05714285714285714,0.27586206896551724
tcn,17,0.2,735,147,29,8,0.05442176870748299,0.27586206896551724
persistence,15,0.01,735,8,133,6,0.75,0.045112781954887216
persistence,15,0.02,735,15,133,9,0.6,0.06766917293233082
persistence,15,0.03,735,23,133,12,0.5217391304347826,0.09022556390977443
persistence,15,0.04,735,30,133,15,0.5,0.11278195488721804
persistence,15,0.05,735,37,133,18,0.4864864864864865,0.13533834586466165
persistence,15,0.06,735,45,133,22,0.4888888888888889,0.16541353383458646
persistence,15,0.07,735,52,133,25,0.4807692307692308,0.18796992481203006
persistence,15,0.08,735,59,133,27,0.4576271186440678,0.20300751879699247
persistence,15,0.09,735,67,133,31,0.4626865671641791,0.23308270676691728
persistence,15,0.1,735,74,133,32,0.43243243243243246,0.24060150375939848
persistence,15,0.11,735,81,133,37,0.4567901234567901,0.2781954887218045
persistence,15,0.12,735,89,133,40,0.449438202247191,0.3007518796992481
persistence,15,0.13,735,96,133,43,0.4479166666666667,0.3233082706766917
persistence,15,0.14,735,103,133,45,0.4368932038834951,0.3383458646616541
persistence,15,0.15,735,111,133,45,0.40540540540540543,0.3383458646616541
persistence,15,0.16,735,118,133,48,0.4067796610169492,0.3609022556390977
persistence,15,0.17,735,125,133,50,0.4,0.37593984962406013
persistence,15,0.18,735,133,133,51,0.38345864661654133,0.38345864661654133
persistence,15,0.19,735,140,133,53,0.37857142857142856,0.39849624060150374
persistence,15,0.2,735,147,133,55,0.3741496598639456,0.41353383458646614
persistence,16,0.01,735,8,70,4,0.5,0.05714285714285714
persistence,16,0.02,735,15,70,7,0.4666666666666667,0.1
persistence,16,0.03,735,23,70,9,0.391304347826087,0.12857142857142856
persistence,16,0.04,735,30,70,12,0.4,0.17142857142857143
persistence,16,0.05,735,37,70,14,0.3783783783783784,0.2
persistence,16,0.06,735,45,70,16,0.35555555555555557,0.22857142857142856
persistence,16,0.07,735,52,70,17,0.3269230769230769,0.24285714285714285
persistence,16,0.08,735,59,70,18,0.3050847457627119,0.2571428571428571
persistence,16,0.09,735,67,70,22,0.3283582089552239,0.3142857142857143
persistence,16,0.1,735,74,70,23,0.3108108108108108,0.32857142857142857
persistence,16,0.11,735,81,70,28,0.345679012345679,0.4
persistence,16,0.12,735,89,70,30,0.33707865168539325,0.42857142857142855
persistence,16,0.13,735,96,70,33,0.34375,0.4714285714285714
persistence,16,0.14,735,103,70,34,0.3300970873786408,0.4857142857142857
persistence,16,0.15,735,111,70,34,0.3063063063063063,0.4857142857142857
persistence,16,0.16,735,118,70,35,0.2966101694915254,0.5
persistence,16,0.17,735,125,70,36,0.288,0.5142857142857142
persistence,16,0.18,735,133,70,37,0.2781954887218045,0.5285714285714286
persistence,16,0.19,735,140,70,38,0.2714285714285714,0.5428571428571428
persistence,16,0.2,735,147,70,39,0.2653061224489796,0.5571428571428572
persistence,17,0.01,735,8,29,2,0.25,0.06896551724137931
persistence,17,0.02,735,15,29,2,0.13333333333333333,0.06896551724137931
persistence,17,0.03,735,23,29,2,0.08695652173913043,0.06896551724137931
persistence,17,0.04,735,30,29,3,0.1,0.10344827586206896
persistence,17,0.05,735,37,29,4,0.10810810810810811,0.13793103448275862
persistence,17,0.06,735,45,29,4,0.08888888888888889,0.13793103448275862
persistence,17,0.07,735,52,29,4,0.07692307692307693,0.13793103448275862
persistence,17,0.08,735,59,29,5,0.0847457627118644,0.1724137931034483
persistence,17,0.09,735,67,29,7,0.1044776119402985,0.2413793103448276
persistence,17,0.1,735,74,29,8,0.10810810810810811,0.27586206896551724
persistence,17,0.11,735,81,29,11,0.13580246913580246,0.3793103448275862
persistence,17,0.12,735,89,29,12,0.1348314606741573,0.41379310344827586
persistence,17,0.13,735,96,29,13,0.13541666666666666,0.4482758620689655
persistence,17,0.14,735,103,29,14,0.13592233009708737,0.4827586206896552
persistence,17,0.15,735,111,29,14,0.12612612612612611,0.4827586206896552
persistence,17,0.16,735,118,29,15,0.1271186440677966,0.5172413793103449
persistence,17,0.17,735,125,29,16,0.128,0.5517241379310345
persistence,17,0.18,735,133,29,16,0.12030075187969924,0.5517241379310345
persistence,17,0.19,735,140,29,16,0.11428571428571428,0.5517241379310345
persistence,17,0.2,735,147,29,17,0.11564625850340136,0.5862068965517241
enet,15,0.01,735,8,133,4,0.5,0.03007518796992481
enet,15,0.02,735,15,133,7,0.4666666666666667,0.05263157894736842
enet,15,0.03,735,23,133,10,0.43478260869565216,0.07518796992481203
enet,15,0.04,735,30,133,13,0.43333333333333335,0.09774436090225563
enet,15,0.05,735,37,133,16,0.43243243243243246,0.12030075187969924
enet,15,0.06,735,45,133,19,0.4222222222222222,0.14285714285714285
enet,15,0.07,735,52,133,20,0.38461538461538464,0.15037593984962405
enet,15,0.08,735,59,133,22,0.3728813559322034,0.16541353383458646
enet,15,0.09,735,67,133,22,0.3283582089552239,0.16541353383458646
enet,15,0.1,735,74,133,24,0.32432432432432434,0.18045112781954886
enet,15,0.11,735,81,133,25,0.30864197530864196,0.18796992481203006
enet,15,0.12,735,89,133,25,0.2808988764044944,0.18796992481203006
enet,15,0.13,735,96,133,26,0.2708333333333333,0.19548872180451127
enet,15,0.14,735,103,133,27,0.2621359223300971,0.20300751879699247
enet,15,0.15,735,111,133,29,0.26126126126126126,0.21804511278195488
enet,15,0.16,735,118,133,30,0.2542372881355932,0.22556390977443608
enet,15,0.17,735,125,133,31,0.248,0.23308270676691728
enet,15,0.18,735,133,133,34,0.2556390977443609,0.2556390977443609
enet,15,0.19,735,140,133,36,0.2571428571428571,0.2706766917293233
enet,15,0.2,735,147,133,36,0.24489795918367346,0.2706766917293233
enet,16,0.01,735,8,70,4,0.5,0.05714285714285714
enet,16,0.02,735,15,70,4,0.26666666666666666,0.05714285714285714
enet,16,0.03,735,23,70,6,0.2608695652173913,0.08571428571428572
enet,16,0.04,735,30,70,9,0.3,0.12857142857142856
enet,16,0.05,735,37,70,10,0.2702702702702703,0.14285714285714285
enet,16,0.06,735,45,70,12,0.26666666666666666,0.17142857142857143
enet,16,0.07,735,52,70,13,0.25,0.18571428571428572
enet,16,0.08,735,59,70,14,0.23728813559322035,0.2
enet,16,0.09,735,67,70,14,0.208955223880597,0.2
enet,16,0.1,735,74,70,15,0.20270270270270271,0.21428571428571427
enet,16,0.11,735,81,70,16,0.19753086419753085,0.22857142857142856
enet,16,0.12,735,89,70,16,0.1797752808988764,0.22857142857142856
enet,16,0.13,735,96,70,16,0.16666666666666666,0.22857142857142856
enet,16,0.14,735,103,70,17,0.1650485436893204,0.24285714285714285
enet,16,0.15,735,111,70,18,0.16216216216216217,0.2571428571428571
enet,16,0.16,735,118,70,18,0.15254237288135594,0.2571428571428571
enet,16,0.17,735,125,70,18,0.144,0.2571428571428571
enet,16,0.18,735,133,70,20,0.15037593984962405,0.2857142857142857
enet,16,0.19,735,140,70,20,0.14285714285714285,0.2857142857142857
enet,16,0.2,735,147,70,20,0.1360544217687075,0.2857142857142857
enet,17,0.01,735,8,29,3,0.375,0.10344827586206896
enet,17,0.02,735,15,29,3,0.2,0.10344827586206896
enet,17,0.03,735,23,29,3,0.13043478260869565,0.10344827586206896
enet,17,0.04,735,30,29,3,0.1,0.10344827586206896
enet,17,0.05,735,37,29,4,0.10810810810810811,0.13793103448275862
enet,17,0.06,735,45,29,5,0.1111111111111111,0.1724137931034483
enet,17,0.07,735,52,29,5,0.09615384615384616,0.1724137931034483
enet,17,0.08,735,59,29,6,0.1016949152542373,0.20689655172413793
enet,17,0.09,735,67,29,6,0.08955223880597014,0.20689655172413793
enet,17,0.1,735,74,29,6,0.08108108108108109,0.20689655172413793
enet,17,0.11,735,81,29,6,0.07407407407407407,0.20689655172413793
enet,17,0.12,735,89,29,6,0.06741573033707865,0.20689655172413793
enet,17,0.13,735,96,29,6,0.0625,0.20689655172413793
enet,17,0.14,735,103,29,6,0.05825242718446602,0.20689655172413793
enet,17,0.15,735,111,29,7,0.06306306306306306,0.2413793103448276
enet,17,0.16,735,118,29,7,0.059322033898305086,0.2413793103448276
enet,17,0.17,735,125,29,7,0.056,0.2413793103448276
enet,17,0.18,735,133,29,8,0.06015037593984962,0.27586206896551724
enet,17,0.19,735,140,29,8,0.05714285714285714,0.27586206896551724
enet,17,0.2,735,147,29,8,0.05442176870748299,0.27586206896551724
hgbr,15,0.01,735,8,133,2,0.25,0.015037593984962405
hgbr,15,0.02,735,15,133,7,0.4666666666666667,0.05263157894736842
hgbr,15,0.03,735,23,133,9,0.391304347826087,0.06766917293233082
hgbr,15,0.04,735,30,133,11,0.36666666666666664,0.08270676691729323
hgbr,15,0.05,735,37,133,14,0.3783783783783784,0.10526315789473684
hgbr,15,0.06,735,45,133,14,0.3111111111111111,0.10526315789473684
hgbr,15,0.07,735,52,133,17,0.3269230769230769,0.12781954887218044
hgbr,15,0.08,735,59,133,21,0.3559322033898305,0.15789473684210525
hgbr,15,0.09,735,67,133,23,0.34328358208955223,0.17293233082706766
hgbr,15,0.1,735,74,133,26,0.35135135135135137,0.19548872180451127
hgbr,15,0.11,735,81,133,27,0.3333333333333333,0.20300751879699247
hgbr,15,0.12,735,89,133,30,0.33707865168539325,0.22556390977443608
hgbr,15,0.13,735,96,133,31,0.3229166666666667,0.23308270676691728
hgbr,15,0.14,735,103,133,33,0.32038834951456313,0.24812030075187969
hgbr,15,0.15,735,111,133,35,0.3153153153153153,0.2631578947368421
hgbr,15,0.16,735,118,133,36,0.3050847457627119,0.2706766917293233
hgbr,15,0.17,735,125,133,37,0.296,0.2781954887218045
hgbr,15,0.18,735,133,133,39,0.2932330827067669,0.2932330827067669
hgbr,15,0.19,735,140,133,39,0.2785714285714286,0.2932330827067669
hgbr,15,0.2,735,147,133,43,0.2925170068027211,0.3233082706766917
hgbr,16,0.01,735,8,70,0,0.0,0.0
hgbr,16,0.02,735,15,70,3,0.2,0.04285714285714286
hgbr,16,0.03,735,23,70,5,0.21739130434782608,0.07142857142857142
hgbr,16,0.04,735,30,70,6,0.2,0.08571428571428572
hgbr,16,0.05,735,37,70,7,0.1891891891891892,0.1
hgbr,16,0.06,735,45,70,7,0.15555555555555556,0.1
hgbr,16,0.07,735,52,70,9,0.17307692307692307,0.12857142857142856
hgbr,16,0.08,735,59,70,12,0.2033898305084746,0.17142857142857143
hgbr,16,0.09,735,67,70,12,0.1791044776119403,0.17142857142857143
hgbr,16,0.1,735,74,70,14,0.1891891891891892,0.2
hgbr,16,0.11,735,81,70,15,0.18518518518518517,0.21428571428571427
hgbr,16,0.12,735,89,70,18,0.20224719101123595,0.2571428571428571
hgbr,16,0.13,735,96,70,18,0.1875,0.2571428571428571
hgbr,16,0.14,735,103,70,20,0.1941747572815534,0.2857142857142857
hgbr,16,0.15,735,111,70,20,0.18018018018018017,0.2857142857142857
hgbr,16,0.16,735,118,70,21,0.17796610169491525,0.3
hgbr,16,0.17,735,125,70,22,0.176,0.3142857142857143
hgbr,16,0.18,735,133,70,23,0.17293233082706766,0.32857142857142857
hgbr,16,0.19,735,140,70,23,0.16428571428571428,0.32857142857142857
hgbr,16,0.2,735,147,70,25,0.17006802721088435,0.35714285714285715
hgbr,17,0.01,735,8,29,0,0.0,0.0
hgbr,17,0.02,735,15,29,2,0.13333333333333333,0.06896551724137931
hgbr,17,0.03,735,23,29,3,0.13043478260869565,0.10344827586206896
hgbr,17,0.04,735,30,29,3,0.1,0.10344827586206896
hgbr,17,0.05,735,37,29,3,0.08108108108108109,0.10344827586206896
hgbr,17,0.06,735,45,29,3,0.06666666666666667,0.10344827586206896
hgbr,17,0.07,735,52,29,4,0.07692307692307693,0.13793103448275862
hgbr,17,0.08,735,59,29,5,0.0847457627118644,0.1724137931034483
hgbr,17,0.09,735,67,29,5,0.07462686567164178,0.1724137931034483
hgbr,17,0.1,735,74,29,5,0.06756756756756757,0.1724137931034483
hgbr,17,0.11,735,81,29,6,0.07407407407407407,0.20689655172413793
hgbr,17,0.12,735,89,29,8,0.0898876404494382,0.27586206896551724
hgbr,17,0.13,735,96,29,8,0.08333333333333333,0.27586206896551724
hgbr,17,0.14,735,103,29,9,0.08737864077669903,0.3103448275862069
hgbr,17,0.15,735,111,29,9,0.08108108108108109,0.3103448275862069
hgbr,17,0.16,735,118,29,10,0.0847457627118644,0.3448275862068966
hgbr,17,0.17,735,125,29,10,0.08,0.3448275862068966
hgbr,17,0.18,735,133,29,10,0.07518796992481203,0.3448275862068966
hgbr,17,0.19,735,140,29,10,0.07142857142857142,0.3448275862068966
hgbr,17,0.2,735,147,29,10,0.06802721088435375,0.3448275862068966
